,id,last10_ratio_cleanSheets_opp,last10_ratio_cleanSheets_own,last10_ratio_wins_opp,last10_ratio_wins_own,last3_assists,last3_goals,last3_ratio_points,last3_ycards,opp_team_rank,player_name,player_opp_name,player_position,player_team,player_team_name,player_team_rank,player_value,ratio_assists,ratio_attempted_passes,ratio_big_chancesCreated,ratio_big_chancesMiss,ratio_creativity,ratio_dribbles,ratio_fouls,ratio_goals_conceded_opp_team,ratio_goals_conceded_player_team,ratio_goals_opp_team,ratio_goals_player_team,ratio_goals_scored,ratio_key_passes,ratio_leading_goal,ratio_minutes_played,ratio_offsides,ratio_open_playcross,ratio_own_goals,ratio_penalties_conceded,ratio_penalties_missed,ratio_penalties_saved,ratio_points_lastSeason,ratio_saves,ratio_selection,ratio_tackles,ratio_threat,week_no,week_points
527,276,0.0,0.25,0.25,0.75,0,0,1.6666666667,0,15.0,Bernardo Mota_Veiga de Carvalho e Silva,Fulham,MID,Man City,Man City,3.0,75,0.0,37.5,0.0,0.25,13.775,1.5,0.5,0.75,0.75,1.75,2.75,0.25,0.5,0.0,68.25,0.0,0.0,0.0,0.0,0.0,0.0,2.9473684211,0.0,517757.0,0.5,19.75,5,3.0
528,276,0.4,0.4,0.0,0.8,0,0,2.0,0,19.0,Bernardo Mota_Veiga de Carvalho e Silva,Cardiff,MID,Man City,Man City,2.0,75,0.0,41.6,0.2,0.4,23.38,1.6,0.8,0.6,0.6,0.6,2.8,0.2,1.4,0.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,2.9473684211,0.0,498716.4,0.4,27.6,6,14.0
529,276,0.0,0.5,0.1666666667,0.8333333333,1,1,6.0,0,16.0,Bernardo Mota_Veiga de Carvalho e Silva,Brighton,MID,Man City,Man City,1.0,76,0.1666666667,44.6666666667,0.3333333333,0.3333333333,27.8833333333,1.3333333333,0.8333333333,0.5,0.5,1.3333333333,3.1666666667,0.3333333333,1.8333333333,0.0,75.5,0.0,0.1666666667,0.0,0.0,0.0,0.0,2.9473684211,0.0,475646.0,0.8333333333,30.8333333333,7,3.0
530,276,0.5714285714,0.5714285714,0.8571428571,0.8571428571,1,1,6.6666666667,0,3.0,Bernardo Mota_Veiga de Carvalho e Silva,Liverpool,MID,Man City,Man City,1.0,76,0.1428571429,45.2857142857,0.2857142857,0.2857142857,29.9285714286,1.1428571429,0.8571428571,0.4285714286,0.4285714286,2.1428571429,3.0,0.2857142857,2.0,0.0,77.5714285714,0.0,0.2857142857,0.0,0.0,0.0,0.0,2.9473684211,0.0,487687.8571428572,0.7142857143,28.2857142857,8,2.0
531,440,0.0,0.0,1.0,0.0,0,0,0.0,1,9.0,Bernardo_Fernandes da Silva Junior,Man Utd,DEF,Brighton,Brighton,11.0,45,0.0,43.0,0.0,0.0,1.8,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10711.0,1.0,0.0,2,0.0
532,440,1.0,0.0,1.0,0.5,0,0,0.0,1,1.0,Bernardo_Fernandes da Silva Junior,Liverpool,DEF,Brighton,Brighton,11.0,44,0.0,21.5,0.0,0.0,0.9,0.0,1.0,2.0,2.0,3.0,1.5,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10495.0,0.5,0.0,3,0.0
533,440,0.0,0.0,0.3333333333,0.3333333333,0,0,0.0,1,14.0,Bernardo_Fernandes da Silva Junior,Fulham,DEF,Brighton,Brighton,13.0,44,0.0,14.3333333333,0.0,0.0,0.6,0.0,0.6666666667,1.6666666667,1.6666666667,1.6666666667,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9909.0,0.3333333333,0.0,4,0.0
534,440,0.5,0.0,0.25,0.25,0,0,0.0,0,13.0,Bernardo_Fernandes da Silva Junior,Southampton,DEF,Brighton,Brighton,14.0,43,0.0,10.75,0.0,0.0,0.45,0.0,0.5,1.75,1.75,1.0,1.25,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9373.0,0.25,0.0,5,0.0
535,440,0.2,0.0,0.6,0.2,0,0,0.0,0,5.0,Bernardo_Fernandes da Silva Junior,Spurs,DEF,Brighton,Brighton,14.0,43,0.0,8.6,0.0,0.0,0.36,0.0,0.4,1.8,1.8,2.0,1.4,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8877.6,0.2,0.0,6,0.0
536,440,0.5,0.0,0.8333333333,0.1666666667,0,0,0.0,0,1.0,Bernardo_Fernandes da Silva Junior,Man City,DEF,Brighton,Brighton,16.0,43,0.0,7.1666666667,0.0,0.0,0.3,0.0,0.3333333333,1.8333333333,1.8333333333,3.1666666667,1.3333333333,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8464.1666666667,0.1666666667,0.0,7,0.0
537,440,0.1428571429,0.0,0.2857142857,0.1428571429,0,0,0.0,0,15.0,Bernardo_Fernandes da Silva Junior,West Ham,DEF,Brighton,Brighton,13.0,42,0.0,6.1428571429,0.0,0.0,0.2571428571,0.0,0.2857142857,1.8571428571,1.8571428571,1.1428571429,1.1428571429,0.0,0.0,0.0,12.8571428571,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8113.4285714286,0.1428571429,0.0,8,0.0
538,507,1.0,0.0,0.0,0.0,0,0,0.0,0,12.0,Bernard_Anício Caldeira Duarte,Southampton,MID,Everton,Everton,7.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20094.0,0.0,0.0,2,0.0
539,507,0.5,0.0,1.0,0.5,0,0,0.0,0,6.0,Bernard_Anício Caldeira Duarte,Bournemouth,MID,Everton,Everton,8.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17755.5,0.0,0.0,3,1.0
540,507,0.3333333333,0.0,0.0,0.3333333333,0,0,0.3333333333,0,17.0,Bernard_Anício Caldeira Duarte,Huddersfield,MID,Everton,Everton,8.0,60,0.0,1.3333333333,0.0,0.0,0.1666666667,0.0,0.0,1.6666666667,1.6666666667,0.3333333333,2.0,0.0,0.0,0.0,1.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15297.0,0.0,0.0,4,0.0
541,507,0.0,0.0,0.0,0.25,0,0,0.3333333333,0,16.0,Bernard_Anício Caldeira Duarte,West Ham,MID,Everton,Everton,11.0,59,0.0,1.0,0.0,0.0,0.125,0.0,0.0,1.5,1.5,0.5,1.75,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13755.5,0.0,0.0,5,0.0
542,507,0.0,0.0,0.6,0.2,0,0,0.3333333333,1,6.0,Bernard_Anício Caldeira Duarte,Arsenal,MID,Everton,Everton,12.0,59,0.0,4.0,0.0,0.0,2.48,0.2,0.2,1.8,1.8,2.0,1.6,0.0,0.2,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12417.8,0.2,0.4,6,1.0
543,507,0.0,0.0,0.1666666667,0.1666666667,0,0,0.3333333333,1,17.0,Bernard_Anício Caldeira Duarte,Fulham,MID,Everton,Everton,11.0,59,0.0,5.1666666667,0.0,0.0,4.6166666667,0.3333333333,0.1666666667,1.8333333333,1.8333333333,1.3333333333,1.3333333333,0.0,0.3333333333,0.0,11.5,0.0,0.1666666667,0.0,0.0,0.0,0.0,,0.0,11439.8333333333,0.3333333333,0.3333333333,7,4.0
544,507,0.2857142857,0.1428571429,0.5714285714,0.2857142857,1,0,1.6666666667,1,10.0,Bernard_Anício Caldeira Duarte,Leicester,MID,Everton,Everton,11.0,59,0.1428571429,5.1428571429,0.0,0.0,5.5,0.2857142857,0.1428571429,1.5714285714,1.5714285714,1.8571428571,1.5714285714,0.0,0.4285714286,0.0,10.1428571429,0.0,0.1428571429,0.0,0.0,0.0,0.0,,0.0,10703.7142857143,0.2857142857,0.5714285714,8,7.0
545,2,1.0,0.0,1.0,0.0,0,0,0.0,0,3.0,Bernd_Leno,Chelsea,GKP,Arsenal,Arsenal,17.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,110646.0,0.0,0.0,2,0.0
546,2,0.0,0.0,0.0,0.0,0,0,0.0,0,20.0,Bernd_Leno,West Ham,GKP,Arsenal,Arsenal,9.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,108997.5,0.0,0.0,3,0.0
547,2,0.6666666667,0.0,0.0,0.3333333333,0,0,0.0,0,16.0,Bernd_Leno,Cardiff,GKP,Arsenal,Arsenal,9.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,103433.3333333333,0.0,0.0,4,0.0
548,2,0.25,0.0,0.0,0.5,0,0,0.0,0,19.0,Bernd_Leno,Newcastle,GKP,Arsenal,Arsenal,7.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,98289.5,0.0,0.0,5,0.0
549,2,0.0,0.0,0.2,0.6,0,0,0.0,0,12.0,Bernd_Leno,Everton,GKP,Arsenal,Arsenal,6.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94142.6,0.0,0.0,6,0.0
550,2,0.1666666667,0.1666666667,0.6666666667,0.6666666667,0,0,0.0,0,6.0,Bernd_Leno,Watford,GKP,Arsenal,Arsenal,5.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.8333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90807.3333333333,0.0,0.0,7,2.0
551,2,0.0,0.2857142857,0.1428571429,0.7142857143,0,0,0.6666666667,0,17.0,Bernd_Leno,Fulham,GKP,Arsenal,Arsenal,4.0,48,0.0,2.5714285714,0.0,0.0,0.0,0.0,0.0,1.2857142857,1.2857142857,1.1428571429,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4285714286,87964.2857142857,0.0,0.0,8,3.0
552,110,0.0,0.0,0.0,0.0,0,0,2.0,0,13.0,Bobby_Reid,Newcastle,FWD,Cardiff,Cardiff,14.0,55,0.0,22.0,0.0,0.0,25.8,5.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,33401.0,0.0,35.0,2,1.0
553,110,0.0,0.5,0.0,0.0,0,0,1.5,0,19.0,Bobby_Reid,Huddersfield,FWD,Cardiff,Cardiff,14.0,55,0.0,12.0,0.0,0.0,12.9,2.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,50.5,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,35136.0,0.0,17.5,3,1.0
554,110,0.0,0.6666666667,0.3333333333,0.0,0,0,1.3333333333,0,9.0,Bobby_Reid,Arsenal,FWD,Cardiff,Cardiff,16.0,54,0.0,9.6666666667,0.0,0.0,12.1,1.6666666667,0.3333333333,0.6666666667,0.6666666667,1.6666666667,0.0,0.0,1.0,0.0,38.6666666667,0.3333333333,0.0,0.0,0.0,0.0,0.0,,0.0,33096.3333333333,0.3333333333,19.6666666667,4,2.0
555,110,0.5,0.5,1.0,0.0,0,0,1.3333333333,0,1.0,Bobby_Reid,Chelsea,FWD,Cardiff,Cardiff,17.0,54,0.0,10.25,0.0,0.0,13.825,1.25,0.25,1.25,1.25,2.5,0.5,0.0,1.0,0.0,51.5,0.5,0.25,0.0,0.0,0.0,0.0,,0.0,30653.25,0.25,18.0,5,2.0
556,110,0.4,0.4,0.8,0.0,0,0,1.6666666667,0,2.0,Bobby_Reid,Man City,FWD,Cardiff,Cardiff,19.0,53,0.0,10.2,0.0,0.0,11.16,1.2,0.6,1.8,1.8,2.8,0.6,0.0,0.8,0.0,55.2,0.4,0.2,0.0,0.0,0.0,0.0,,0.0,28535.4,0.2,16.0,6,2.0
557,110,0.3333333333,0.3333333333,0.1666666667,0.0,0,0,2.0,0,12.0,Bobby_Reid,Burnley,FWD,Cardiff,Cardiff,19.0,53,0.0,11.3333333333,0.0,0.0,9.9333333333,1.0,0.5,2.3333333333,2.3333333333,1.1666666667,0.5,0.0,0.6666666667,0.0,61.0,0.5,0.1666666667,0.0,0.0,0.0,0.0,,0.0,26921.5,0.1666666667,16.8333333333,7,0.0
558,110,0.2857142857,0.2857142857,0.7142857143,0.0,0,0,1.3333333333,0,5.0,Bobby_Reid,Spurs,FWD,Cardiff,Cardiff,20.0,53,0.0,9.7142857143,0.0,0.0,8.5142857143,0.8571428571,0.4285714286,2.2857142857,2.2857142857,2.0,0.5714285714,0.0,0.5714285714,0.0,52.2857142857,0.4285714286,0.1428571429,0.0,0.0,0.0,0.0,,0.0,25665.7142857143,0.1428571429,14.4285714286,8,1.0
559,438,0.0,0.0,0.0,0.0,0,0,1.0,0,8.0,Bonatini Lohner Maia_Bonatini,Leicester,FWD,Wolves,Wolves,16.0,50,0.0,8.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46942.0,0.0,6.0,2,1.0
560,438,0.5,0.0,1.0,0.0,0,0,1.0,0,5.0,Bonatini Lohner Maia_Bonatini,Man City,FWD,Wolves,Wolves,15.0,49,0.0,12.5,0.0,0.0,3.4,0.5,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45701.0,0.0,9.0,3,0.0
561,438,0.0,0.0,0.0,0.0,0,0,0.6666666667,0,20.0,Bonatini Lohner Maia_Bonatini,West Ham,FWD,Wolves,Wolves,11.0,49,0.0,8.3333333333,0.0,0.0,2.2666666667,0.3333333333,0.0,1.6666666667,1.6666666667,0.6666666667,1.0,0.0,0.0,0.0,21.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43004.6666666667,0.0,6.0,4,4.0
562,438,0.25,0.25,0.0,0.25,1,0,1.6666666667,0,20.0,Bonatini Lohner Maia_Bonatini,Burnley,FWD,Wolves,Wolves,9.0,49,0.25,8.75,0.0,0.25,4.375,0.25,0.0,1.25,1.25,0.75,1.0,0.0,0.25,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40410.75,0.0,8.75,5,1.0
563,438,0.2,0.4,0.6,0.4,1,0,1.6666666667,0,7.0,Bonatini Lohner Maia_Bonatini,Man Utd,FWD,Wolves,Wolves,10.0,49,0.2,8.6,0.0,0.4,3.6,0.2,0.0,1.0,1.0,1.6,1.0,0.0,0.2,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40418.8,0.0,16.8,6,0.0
564,438,0.3333333333,0.3333333333,0.1666666667,0.3333333333,1,0,1.6666666667,0,15.0,Bonatini Lohner Maia_Bonatini,Southampton,FWD,Wolves,Wolves,9.0,49,0.1666666667,7.1666666667,0.0,0.3333333333,3.0,0.1666666667,0.0,1.0,1.0,1.0,1.0,0.0,0.1666666667,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40033.3333333333,0.0,14.0,7,1.0
565,438,0.4285714286,0.4285714286,0.2857142857,0.4285714286,0,0,0.6666666667,0,14.0,Bonatini Lohner Maia_Bonatini,Crystal Palace,FWD,Wolves,Wolves,7.0,49,0.1428571429,6.1428571429,0.0,0.2857142857,2.5714285714,0.1428571429,0.0,0.8571428571,0.8571428571,0.7142857143,1.1428571429,0.0,0.1428571429,0.0,13.8571428571,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39450.1428571429,0.0,12.0,8,0.0
566,278,0.0,1.0,0.0,1.0,0,0,0.0,0,20.0,Brahim_Diaz,Huddersfield,MID,Man City,Man City,1.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,2951.0,0.0,0.0,2,0.0
567,278,0.0,0.5,0.0,1.0,0,0,0.0,0,15.0,Brahim_Diaz,Wolves,MID,Man City,Man City,5.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,3004.0,0.0,0.0,3,0.0
568,278,0.3333333333,0.3333333333,0.0,0.6666666667,0,0,0.0,0,18.0,Brahim_Diaz,Newcastle,MID,Man City,Man City,4.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.6666666667,0.6666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,2951.6666666667,0.0,0.0,4,0.0
569,278,0.0,0.25,0.25,0.75,0,0,0.0,0,15.0,Brahim_Diaz,Fulham,MID,Man City,Man City,3.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,2886.75,0.0,0.0,5,0.0
570,278,0.4,0.4,0.0,0.8,0,0,0.0,0,19.0,Brahim_Diaz,Cardiff,MID,Man City,Man City,2.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,2845.0,0.0,0.0,6,0.0
571,278,0.0,0.5,0.1666666667,0.8333333333,0,0,0.0,0,16.0,Brahim_Diaz,Brighton,MID,Man City,Man City,1.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3333333333,3.1666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,2817.5,0.0,0.0,7,0.0
572,278,0.5714285714,0.5714285714,0.8571428571,0.8571428571,0,0,0.0,0,3.0,Brahim_Diaz,Liverpool,MID,Man City,Man City,1.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714286,0.4285714286,2.1428571429,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315789474,0.0,2778.4285714286,0.0,0.0,8,0.0
573,537,0.0,0.6666666667,0.3333333333,0.0,0,0,0.0,0,9.0,Brian_Murphy,Arsenal,GKP,Cardiff,Cardiff,16.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.6666666667,1.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3856.6666666667,0.0,0.0,4,0.0
574,537,0.5,0.5,1.0,0.0,0,0,0.0,0,1.0,Brian_Murphy,Chelsea,GKP,Cardiff,Cardiff,17.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4917.0,0.0,0.0,5,0.0
575,537,0.4,0.4,0.8,0.0,0,0,0.0,0,2.0,Brian_Murphy,Man City,GKP,Cardiff,Cardiff,19.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710.2,0.0,0.0,6,0.0
576,537,0.3333333333,0.3333333333,0.1666666667,0.0,0,0,0.0,0,12.0,Brian_Murphy,Burnley,GKP,Cardiff,Cardiff,19.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333,2.3333333333,1.1666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710.2,0.0,0.0,7,0.0
577,436,0.0,0.0,0.0,0.0,0,0,0.0,0,8.0,Bright_Enobakhare,Leicester,MID,Wolves,Wolves,16.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14398.0,0.0,0.0,2,0.0
578,436,0.5,0.0,1.0,0.0,0,0,0.0,0,5.0,Bright_Enobakhare,Man City,MID,Wolves,Wolves,15.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13790.5,0.0,0.0,3,0.0
579,436,0.0,0.0,0.0,0.0,0,0,0.0,0,20.0,Bright_Enobakhare,West Ham,MID,Wolves,Wolves,11.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666667,1.6666666667,0.6666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13169.0,0.0,0.0,4,0.0
580,436,0.25,0.25,0.0,0.25,0,0,0.0,0,20.0,Bright_Enobakhare,Burnley,MID,Wolves,Wolves,9.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13032.75,0.0,0.0,5,0.0
581,436,0.2,0.4,0.6,0.4,0,0,0.0,0,7.0,Bright_Enobakhare,Man Utd,MID,Wolves,Wolves,10.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12641.4,0.0,0.0,6,0.0
582,436,0.3333333333,0.3333333333,0.1666666667,0.3333333333,0,0,0.0,0,15.0,Bright_Enobakhare,Southampton,MID,Wolves,Wolves,9.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12230.1666666667,0.0,0.0,7,0.0
583,436,0.4285714286,0.4285714286,0.2857142857,0.4285714286,0,0,0.0,0,14.0,Bright_Enobakhare,Crystal Palace,MID,Wolves,Wolves,7.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571,0.8571428571,0.7142857143,1.1428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11861.1428571429,0.0,0.0,8,0.0
584,92,0.0,0.0,0.0,0.0,0,0,1.0,0,13.0,Bruno_Ecuele Manga,Newcastle,DEF,Cardiff,Cardiff,14.0,45,0.0,19.0,0.0,0.0,0.2,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,5192.0,0.0,0.0,2,6.0
585,92,0.0,0.5,0.0,0.0,0,0,3.5,0,19.0,Bruno_Ecuele Manga,Huddersfield,DEF,Cardiff,Cardiff,14.0,45,0.0,25.5,0.0,0.0,0.9,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,5378.5,0.0,0.0,3,6.0
586,92,0.0,0.6666666667,0.3333333333,0.0,0,0,4.3333333333,0,9.0,Bruno_Ecuele Manga,Arsenal,DEF,Cardiff,Cardiff,16.0,45,0.0,27.0,0.0,0.0,4.5666666667,0.0,1.0,0.6666666667,0.6666666667,1.6666666667,0.0,0.0,0.3333333333,0.0,90.0,0.0,0.0,0.0,0.3333333333,0.0,0.0,,0.0,5793.3333333333,0.0,0.0,4,1.0
587,92,0.5,0.5,1.0,0.0,0,0,4.3333333333,0,1.0,Bruno_Ecuele Manga,Chelsea,DEF,Cardiff,Cardiff,17.0,45,0.0,26.5,0.0,0.0,6.05,0.0,1.0,1.25,1.25,2.5,0.5,0.0,0.5,0.0,90.0,0.0,0.0,0.0,0.25,0.0,0.0,,0.0,6489.5,0.75,0.0,5,0.0
588,92,0.4,0.4,0.8,0.0,0,0,2.3333333333,0,2.0,Bruno_Ecuele Manga,Man City,DEF,Cardiff,Cardiff,19.0,45,0.0,25.8,0.0,0.0,7.8,0.0,1.2,1.8,1.8,2.8,0.6,0.0,0.6,0.0,90.0,0.0,0.2,0.0,0.2,0.0,0.0,,0.0,6924.8,0.6,0.0,6,0.0
589,92,0.3333333333,0.3333333333,0.1666666667,0.0,0,0,0.3333333333,0,12.0,Bruno_Ecuele Manga,Burnley,DEF,Cardiff,Cardiff,19.0,45,0.0,25.0,0.0,0.0,6.5,0.0,1.0,2.3333333333,2.3333333333,1.1666666667,0.5,0.0,0.5,0.1666666667,90.0,0.0,0.1666666667,0.0,0.1666666667,0.0,0.0,,0.0,7152.6666666667,0.8333333333,0.0,7,4.0
590,92,0.2857142857,0.2857142857,0.7142857143,0.0,1,0,1.3333333333,0,5.0,Bruno_Ecuele Manga,Spurs,DEF,Cardiff,Cardiff,20.0,45,0.1428571429,25.5714285714,0.0,0.0,7.2142857143,0.0,0.8571428571,2.2857142857,2.2857142857,2.0,0.5714285714,0.0,0.5714285714,0.1428571429,90.0,0.0,0.1428571429,0.0,0.1428571429,0.0,0.0,,0.0,7280.2857142857,0.7142857143,0.2857142857,8,2.0
591,50,0.0,0.0,1.0,0.0,0,0,1.0,0,9.0,Bruno_Saltor Grau,Man Utd,DEF,Brighton,Brighton,11.0,45,0.0,11.0,0.0,0.0,14.6,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2105263158,0.0,14542.0,0.0,0.0,2,0.0
592,50,1.0,0.0,1.0,0.5,0,0,0.5,0,1.0,Bruno_Saltor Grau,Liverpool,DEF,Brighton,Brighton,11.0,45,0.0,5.5,0.0,0.0,7.3,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.5,0.0,12.5,0.0,0.5,0.0,0.0,0.0,0.0,2.2105263158,0.0,13173.5,0.0,0.0,3,0.0
593,50,0.0,0.0,0.3333333333,0.3333333333,0,0,0.3333333333,0,14.0,Bruno_Saltor Grau,Fulham,DEF,Brighton,Brighton,13.0,44,0.0,3.6666666667,0.0,0.0,4.8666666667,0.0,0.0,1.6666666667,1.6666666667,1.6666666667,1.0,0.0,0.3333333333,0.0,8.3333333333,0.0,0.3333333333,0.0,0.0,0.0,0.0,2.2105263158,0.0,11876.6666666667,0.0,0.0,4,0.0
594,50,0.5,0.0,0.25,0.25,0,0,0.0,0,13.0,Bruno_Saltor Grau,Southampton,DEF,Brighton,Brighton,14.0,44,0.0,2.75,0.0,0.0,3.65,0.0,0.0,1.75,1.75,1.0,1.25,0.0,0.25,0.0,6.25,0.0,0.25,0.0,0.0,0.0,0.0,2.2105263158,0.0,10919.0,0.0,0.0,5,0.0
595,50,0.2,0.0,0.6,0.2,0,0,0.0,0,5.0,Bruno_Saltor Grau,Spurs,DEF,Brighton,Brighton,14.0,44,0.0,2.2,0.0,0.0,2.92,0.0,0.0,1.8,1.8,2.0,1.4,0.0,0.2,0.0,5.0,0.0,0.2,0.0,0.0,0.0,0.0,2.2105263158,0.0,10189.4,0.0,0.0,6,0.0
